departamento,deuda,monto
Finanzas,Contribucion sobre Propiedad Exonerada,467439.84
Finanzas,Contribucion Propiedad No Exonerada (Otras Fuentes Financieras),0.0
Finanzas,Amortizacion de Principal de Prestamos,68000.0
Finanzas,Intereses,56431.38
Finanzas,Reserva,343008.46
