departamento,deuda,monto
Finanzas,Contribucion sobre Propiedad Exonerada,4816329.71
Finanzas,Contribucion Propiedad No Exonerada (Otras Fuentes Financieras),0.0
Finanzas,Amortizacion de Principal de Prestamos,1232000.0
Finanzas,Intereses,624170.95
Finanzas,Reserva,2960158.76
