departamento,deuda,monto
Finanzas,Contribucion sobre Propiedad Exonerada,550097.0
Finanzas,Contribucion Propiedad No Exonerada (Otras Fuentes Financieras),0.0
Finanzas,Amortizacion de Principal de Prestamos,265000.0
Finanzas,Intereses,119576.0
Finanzas,Reserva,165521.0
