departamento,deuda,monto
Finanzas,Contribucion sobre Propiedad Exonerada,423337.0
Finanzas,Contribucion Propiedad No Exonerada (Otras Fuentes Financieras),0.0
Finanzas,Amortizacion de Principal de Prestamos,285000.0
Finanzas,Intereses,52457.0
Finanzas,Reserva,85880.0
