departamento,deuda,monto
Finanzas,Contribucion sobre Propiedad Exonerada,205055.0
Finanzas,Contribucion Propiedad No Exonerada (Otras Fuentes Financieras),0.0
Finanzas,Amortizacion de Principal de Prestamos,77000.0
Finanzas,Intereses,39145.0
Finanzas,Reserva,88910.0
