departamento,deuda,monto
Finanzas,Contribucion sobre Propiedad Exonerada,3676967.0
Finanzas,Contribucion Propiedad No Exonerada (Otras Fuentes Financieras),0.0
Finanzas,Amortizacion de Principal de Prestamos,1760000.0
Finanzas,Intereses,942924.0
Finanzas,Reserva,974043.0
