departamento,deuda,monto
Finanzas,Contribucion sobre Propiedad Exonerada,6473015.0
Finanzas,Contribucion Propiedad No Exonerada (Otras Fuentes Financieras),0.0
Finanzas,Amortizacion de Principal de Prestamos,3485000.0
Finanzas,Intereses,2125871.0
Finanzas,Reserva,862144.0
