departamento,deuda,monto
Finanzas,Contribucion sobre Propiedad Exonerada,100574.0
Finanzas,Contribucion Propiedad No Exonerada (Otras Fuentes Financieras),0.0
Finanzas,Amortizacion de Principal de Prestamos,71100.0
Finanzas,Intereses,22637.0
Finanzas,Reserva,6837.0
